Sr no	Locus name	Minimum	Maximum	Product	Chromosome	Physical Map Position	Component SSRs	Overlaps	Duplicates
1993	SRSC1_007	3885169	3885611	442	3	3.8852			
1994	>OsGi	3886259	3887370	1111	3	3.8863			
1995	SB1730	4011468	4011676	208	3	4.0115			
1996	SB1704	4146495	4146773	278	3	4.1465			
1997	SB1731	4160439	4160620	181	3	4.1604			
1998	SB1732	4258415	4258603	188	3	4.2584			
1999	SB1733	4281317	4281568	251	3	4.2813			
2000	SB1734	4285654	4285910	256	3	4.2857			
2001	SB1735	4346440	4346690	250	3	4.3464			
2002	SB1736	4348070	4348258	188	3	4.3481			
2003	SB1737	4356992	4357180	188	3	4.3570			
2004	SB1738	4393380	4393595	215	3	4.3934			
2005	SB1739	4448114	4448247	133	3	4.4481			
2006	SB1740	4542150	4542434	284	3	4.5422			
2007	SB1741	4684320	4684558	238	3	4.6843			
2008	SB1742	4753623	4753871	248	3	4.7536			
2009	SB1743	4784657	4784886	229	3	4.7847			
2010	Xisep1218	4804175	4804374	199	3	4.8042			
2011	SB1744	4806926	4807138	212	3	4.8069			
2012	SB1745	4818452	4818723	271	3	4.8185			
2013	SB1746	4829064	4829181	117	3	4.8291			
2014	SB1747	4861176	4861323	147	3	4.8612			
2015	SB1748	4869347	4869611	264	3	4.8693			
2016	SB1749	4902330	4902521	191	3	4.9023			
2017	SB1750	4976604	4976890	286	3	4.9766			
2018	SB1751	4978071	4978351	280	3	4.9781			
2019	SB1752	4987770	4988060	290	3	4.9878			
2020	SB1753	5025208	5025492	284	3	5.0252			
2021	SB1754	5124694	5124873	179	3	5.1247		Overlap with Xiabtp344	
2022	Xiabtp344	5124698	5124871	173	3	5.1247		Overlap with SB1754	
2023	SB1755	5205566	5205843	277	3	5.2056			
2024	Xiabtp382	5217892	5218056	164	3	5.2179	SSR segment included in SB1756	Overlap with SB1756	
2025	SB1756	5217898	5218168	270	3	5.2179	2 SSRs including that detected by Xiabtp382	Overlap with Xiabtp382	
2026	SB1757	5259078	5259351	273	3	5.2591			
2027	SB1758	5475265	5475428	163	3	5.4753		Overlap with Xtxp490	
2028	Xtxp490	5475269	5475429	160	3	5.4753		Overlap with SB1758	
2029	SB1759	5476393	5476580	187	3	5.4764			
2030	SB1760	5530757	5530988	231	3	5.5308			
2031	SB1761	5560972	5561197	225	3	5.5610			
2032	SB1762	5619430	5619725	295	3	5.6194			
2033	SB1763	5638401	5638586	185	3	5.6384			
2034	Xisep1042	5641190	5641344	154	3	5.6412			
2035	SB1764	5776236	5776533	297	3	5.7762			
2036	Xisep0739	5829240	5829442	202	3	5.8292			
2037	SB1765	5981506	5981744	238	3	5.9815			
2038	Xtxp489	6109873	6110115	242	3	6.1099		Overlap with Xiabtp207	Same as Xiabtp207
2039	Xiabtp207	6109873	6110115	242	3	6.1099		Overlap with Xtxp489	Same as Xtxp489
2040	SB1766	6186529	6186675	146	3	6.1865			
2041	SB1767	6189030	6189321	291	3	6.1890			
2042	SB1768	6219405	6219603	198	3	6.2194			
2043	SB1769	6244368	6244550	182	3	6.2444			
2044	SB1770	6260483	6260766	283	3	6.2605			
2045	SB1771	6312444	6312565	121	3	6.3124			
2046	SB1772	6387483	6387644	161	3	6.3875			
2047	SB1773	6453178	6453306	128	3	6.4532			
2048	SB1774	6521642	6521919	277	3	6.5216	2 SSRs including that detected by Xtxp451	Overlap with Xtxp451	
2049	Xtxp451	6521703	6521857	154	3	6.5217	SSR segment included in SB1774	Overlap with SB1774	
2050	SB1775	6589669	6589963	294	3	6.5897			
2051	SB1776	6611343	6611630	287	3	6.6113			
2052	SB1777	6748708	6748934	226	3	6.7487			
2053	SB1778	6816462	6816755	293	3	6.8165			
2054	Xisep1137	6832997	6833206	209	3	6.8330			
2055	SB1779	6841185	6841450	265	3	6.8412	2 SSRs including that detected by Xtxp452	Overlap with Xtxp452	
2056	Xtxp452	6841248	6841466	218	3	6.8412	SSR segment included in SB1779	Overlap with SB1779	
2057	SB1780	6861389	6861518	129	3	6.8614			
2058	SB1781	6880939	6881097	158	3	6.8809			
2059	SB1782	6897368	6897648	280	3	6.8974			
2060	SB1783	7055966	7056239	273	3	7.0560			
2061	SB1784	7085510	7085705	195	3	7.0855			
2062	Xisep0101	7097334	7097544	210	3	7.0973			
2063	Xiabtp386	7132214	7132426	212	3	7.1322		Overlap with SB1785	
2064	SB1785	7132316	7132499	183	3	7.1323		Overlap with Xiabtp386	
2065	SB1786	7161521	7161805	284	3	7.1615			
2066	SB1787	7299035	7299155	120	3	7.2990			
2067	SB1788	7300703	7300919	216	3	7.3007			
2068	SB1789	7423621	7423834	213	3	7.4236			
2069	Xisep1030	7460801	7461046	245	3	7.4608			
2070	Xisep1047	7461222	7461382	160	3	7.4612		10 bp overlap with SB1790	Not same as SB1790
2071	SB1790	7461372	7461601	229	3	7.4614		10 bp overlap with Xisep1047	Not same as Xisep1047
2072	SB1791	7490353	7490501	148	3	7.4904			
2073	SB1792	7495822	7496117	295	3	7.4958			
2074	Xtxp009	7561114	7561273	159	3	7.5611			
2075	Xtxp488	7571470	7571626	156	3	7.5715	SSR segment included in SB1793	Overlap with SB1793	
2076	SB1793	7571470	7571741	271	3	7.5715	2 SSRs including that detected by Xtxp488	Overlap with Xtxp488	
2077	Xiabtp433	7648455	7648620	165	3	7.6485			
2078	Xisep1023	7678678	7678851	173	3	7.6787			
2079	SB1795	7695997	7696265	268	3	7.6960			
2080	SB1796	7727760	7728048	288	3	7.7278			
2081	Xisep0241	7762714	7762908	194	3	7.7627			
2082	Xisep0903	7848688	7848884	196	3	7.8487			
2083	SB1797	8157650	8157900	250	3	8.1577			
2084	SB1798	8239541	8239790	249	3	8.2395			
2085	Xiabtp199	8240218	8240364	146	3	8.2402			
2086	SB1799	8300364	8300568	204	3	8.3004		Overlap with Xisep1012and Xtxp423	
2087	Xisep1012	8300383	8300588	205	3	8.3004		Overlap with SB1799 and Xtxp423	
2088	Xtxp423	8300414	8300586	172	3	8.3004		Overlap with SB1799 and Xisep1012	
2089	SB1801	8347429	8347604	175	3	8.3474			
2090	Xisep1248	8384053	8384541	488	3	8.3841			
2091	SB1803	8585076	8585356	280	3	8.5851			
2092	SB1804	8644673	8644875	202	3	8.6447			
2093	SB1805	8730781	8731046	265	3	8.7308			
2094	SB1806	8731975	8732198	223	3	8.7320			
2095	SB1807	8739542	8739743	201	3	8.7395			
2096	Xiabtp29	8741651	8741845	194	3	8.7417			
2097	Xiabtp250	8757572	8757699	127	3	8.7576			
2098	Xiabtp259	8757753	8758020	267	3	8.7578			
2099	>ZCN9	8770396	8770626	230	3	8.7704			
2100	>ZCN10	8770400	8770619	219	3	8.7704			
2101	SB1809	8772575	8772855	280	3	8.7726	2 SSRs including that detected by Xtxp487	Overlap with Xtxp487	
2102	Xtxp487	8772604	8772783	179	3	8.7726	SSR segment included in SB1809	Overlap with SB1809	
2103	SB1810	8802392	8802684	292	3	8.8024			
2104	SB1811	8847969	8848142	173	3	8.8480			
2105	SB1812	8892445	8892631	186	3	8.8924			
2106	SB1813	8988571	8988780	209	3	8.9886			
2107	SB1814	9019816	9020083	267	3	9.0198			
2108	Xisep0134	9039697	9039905	208	3	9.0397			
2109	SB1815	9232359	9232507	148	3	9.2324			
2110	Xiabtp298	9237737	9237839	102	3	9.2377			
2111	SB1816	9429990	9430269	279	3	9.4300			
2112	SB1817	9565770	9566037	267	3	9.5658			
2113	SB1818	9571510	9571768	258	3	9.5715			
2114	SB1819	9648641	9648807	166	3	9.6486			
2115	SB1820	9837163	9837391	228	3	9.8372			
2116	Xtxp450	9893354	9893507	153	3	9.8934			
2117	PRSC1_009	9974032	9974962	930	3	9.9740			
2118	SB1822	10022958	10023215	257	3	10.0230			
2119	SB1823	10158945	10159239	294	3	10.1589			
2120	SB1825	10345905	10346071	166	3	10.3459			
2121	SB1826	10354025	10354150	125	3	10.3540			
2122	Xtxp498	10415925	10416097	172	3	10.4159		Overlap with Xiabtp129	Same as Xiabtp129
2123	Xiabtp129	10415925	10416097	172	3	10.4159		Overlap with Xtxp498	Same as Xtxp498
2124	SB1827	10415986	10416126	140	3	10.4160			
2125	SB1828	10466047	10466272	225	3	10.4660			
2126	SB1829	10471706	10471980	274	3	10.4717			
2127	Xiabtp479	10588074	10588238	164	3	10.5881			
2128	Xcup34	10630355	10630478	123	3	10.6304			
2129	SB1831	10684385	10684675	290	3	10.6844			
2130	SB1832	10824968	10825263	295	3	10.8250			
2131	SB1833	10864575	10864701	126	3	10.8646			
2132	SB1834	10891322	10891600	278	3	10.8913			
2133	SB1835	11053258	11053506	248	3	11.0533			
2134	SB1836	11143604	11143810	206	3	11.1436			
2135	SB1837	11143960	11144257	297	3	11.1440			
2136	SB1838	11308084	11308267	183	3	11.3081			
2137	SB1839	11435418	11435615	197	3	11.4354			
2138	Xtxp499	11541842	11541991	149	3	11.5418	SSR segment included in SB1840 and Xiabtp202	Overlap with Xiabtp202 and SB1840	
2139	Xiabtp202	11541843	11542060	217	3	11.5418		Overlap with Xtxp499 and SB1840	
2140	SB1840	11541847	11542102	255	3	11.5418	2 SSRs including that detected by Xtxp499	Overlap with Xtxp499 and Xiabtp202	
2141	SB1841	11717560	11717823	263	3	11.7176			
2142	SB1842	11717955	11718204	249	3	11.7180			
2143	SB1843	11766852	11767050	198	3	11.7669			
2144	SB1844	11795005	11795177	172	3	11.7950			
2145	SB1845	11811997	11812295	298	3	11.8120			
2146	SB1846	11852110	11852409	299	3	11.8521			
2147	SB1847	11860241	11860516	275	3	11.8602			
2148	Xisep0111	11939211	11939409	198	3	11.9392			
2149	SB1849	12046198	12046437	239	3	12.0462			
2150	SB1850	12046927	12047151	224	3	12.0469			
2151	SB1851	12203081	12203346	265	3	12.2031			
2152	SB1852	12204789	12205012	223	3	12.2048			
2153	SB1853	12379501	12379799	298	3	12.3795			
2154	PRSC1_044	12451650	12452145	495	3	12.4517			
2155	PRSC1_029	12484920	12485400	480	3	12.4849			
2156	Xtxp500	12524051	12524208	157	3	12.5241		Overlap with SB1854	
2157	SB1854	12524064	12524204	140	3	12.5241		Overlap with Xtxp500	
2158	SB1855	12535780	12535986	206	3	12.5358			
2159	SB1856	12593319	12593608	289	3	12.5933			
2160	SB1857	12622197	12622472	275	3	12.6222			
2161	SB1858	12721838	12722052	214	3	12.7218		Overlap with Xtxp458	
2162	Xtxp458	12721873	12722003	130	3	12.7219		Overlap with SB1858	
2163	SB1859	12771028	12771197	169	3	12.7710			
2164	SB1860	12778323	12778531	208	3	12.7783			
2165	SB1861	13089039	13089306	267	3	13.0890			
2166	SB1862	13151368	13151631	263	3	13.1514			
2167	SB1863	13239748	13240047	299	3	13.2397			
2168	SB1864	13362463	13362729	266	3	13.3625			
2169	SB1865	13419172	13419337	165	3	13.4192			
2170	SB1866	13505061	13505275	214	3	13.5051			
2171	SB1867	13505594	13505776	182	3	13.5056			
2172	SB1868	13622033	13622329	296	3	13.6220			
2173	SB1869	13681308	13681548	240	3	13.6813			
2174	SB1870	13758913	13759169	256	3	13.7589			
2175	SB1871	13768298	13768561	263	3	13.7683			
2176	SB1872	13775532	13775805	273	3	13.7755		Overlap with Xiabtp102	
2177	Xiabtp102	13775534	13775752	218	3	13.7755		Overlap with SB1872	
2178	SB1873	14114229	14114493	264	3	14.1142			
2179	Xtxp501	14187309	14187458	149	3	14.1873		Overlap with SB1874	
2180	SB1874	14187312	14187436	124	3	14.1873		Overlap with Xtxp501	
2181	SB1876	14369059	14369316	257	3	14.3691			
2182	SB1877	14801476	14801774	298	3	14.8015			
2183	SB1878	14893471	14893577	106	3	14.8935			
2184	SB1879	15009953	15010102	149	3	15.0100			
2185	SB1880	15045186	15045415	229	3	15.0452			
2186	SB1881	15104630	15104920	290	3	15.1046			
2187	SB1882	15486965	15487151	186	3	15.4870			
2188	PRSC1_007	15655998	15656265	267	3	15.6560			
2189	SB1883	15712156	15712446	290	3	15.7122			
2190	SB1884	15723499	15723748	249	3	15.7235			
2191	SB1885	15727153	15727405	252	3	15.7272			
2192	SB1886	15800532	15800819	287	3	15.8005			
2193	SB1887	15816286	15816522	236	3	15.8163			
2194	SB1888	15876162	15876323	161	3	15.8762			
2195	SB1889	15907591	15907838	247	3	15.9076			
2196	SB1890	15988448	15988725	277	3	15.9884	SSR segment included in Xiabtp093	Overlap with Xiabtp093	
2197	Xiabtp093	15988469	15988931	462	3	15.9885	2 SSRs including that detected by SB1890	Overlap with SB1890	
2198	Xisep0132	16201601	16201802	201	3	16.2016			
2199	SB1892	16347598	16347801	203	3	16.3476			
2200	SB1893	16588389	16588628	239	3	16.5884			
2201	SB1895	16927153	16927443	290	3	16.9272			
2202	Xtxp461	17047608	17047819	211	3	17.0476		Overlap with Xiabtp218 and Xtxp460	Same as Xiabtp218
2203	Xiabtp218	17047608	17047819	211	3	17.0476		Overlap with Xtxp461 and Xtxp460	Same as Xtxp461
2204	Xtxp460	17047652	17047817	165	3	17.0477		Overlap with Xtxp461 and Xiabtp218	
2205	SB1896	17107731	17107979	248	3	17.1077			
2206	SB1897	17236307	17236542	235	3	17.2363			
2207	SB1898	17840680	17840940	260	3	17.8407			
2208	SB1899	18352756	18353035	279	3	18.3528			
2209	SB1900	18358683	18358830	147	3	18.3587			
2210	SB1901	18560073	18560363	290	3	18.5601			
2211	SB1902	19287882	19288172	290	3	19.2879			
2212	SB1903	19963739	19963969	230	3	19.9637			
2213	SB1904	20016566	20016779	213	3	20.0166			
2214	SRSC1_001	20829334	20830131	797	3	20.8293	Includes SSR segment of SB1906		
2215	SB1906	20829549	20829792	243	3	20.8295	SSR segment included in SRSC1_001		
2216	SB1907	24620459	24620756	297	3	24.6205			
2217	SB1908	25067038	25067326	288	3	25.0670			
2218	SB1909	25363206	25363504	298	3	25.3632			
2219	SB2604	25687132	25687437	305	3	25.6871			
2220	SB1910	27299593	27299809	216	3	27.2996			
2221	SB1911	28577660	28577943	283	3	28.5777			
2222	SB1912	28941177	28941314	137	3	28.9412			
2223	SB1914	30211751	30212016	265	3	30.2118			
2224	SB1162	30405220	30405479	259	3	30.4052			
2225	SB1153	34464809	34465082	273	3	34.4648			
2226	SB4456	38056732	38056988	256	3	38.0567			
2227	SB1915	38229240	38229521	281	3	38.2292			
2228	SB1916	42070736	42070887	151	3	42.0707			
2229	SB1917	42093880	42094069	189	3	42.0939			
2230	SB1918	42500277	42500438	161	3	42.5003			
2231	SB1919	42708466	42708640	174	3	42.7085			
2232	SB1920	44014395	44014674	279	3	44.0144			
2233	SB1921	45316731	45316992	261	3	45.3167			
2234	SB1922	45577781	45578042	261	3	45.5778			
2235	SB1923	46246499	46246725	226	3	46.2465			
2236	SB1924	46290131	46290394	263	3	46.2901			
2237	SB1925	46528429	46528665	236	3	46.5284			
2238	SB1926	46881162	46881414	252	3	46.8812			
2239	PRSC1_001	46967539	46967750	211	3	46.9675			
2240	SB1927	47241113	47241292	179	3	47.2411			
2241	SB1928	47908142	47908439	297	3	47.9081			
2242	SB1930	48511629	48511863	234	3	48.5116			
2243	SB1931	48867438	48867739	301	3	48.8674			
2244	SB1932	48953727	48953916	189	3	48.9537			
2245	Xisep0109	49144527	49144730	203	3	49.1445			
2246	SB1933	49145567	49145718	151	3	49.1456			
2247	XmSbCIR224	49147290	49147458	168	3	49.1473			
2248	SB1934	49630765	49630994	229	3	49.6308		Overlap with Xiabtp505	
2249	Xiabtp505	49630798	49630993	195	3	49.6308		Overlap with SB1934	
2250	Xisep0105	49812346	49812641	295	3	49.8123			
2251	SB1935	50087333	50087580	247	3	50.0873			
2252	SB1936	50287894	50288170	276	3	50.2879			
2253	SB1937	50356494	50356651	157	3	50.3565			
2254	SB1938	50356908	50357190	282	3	50.3569			
2255	SB1939	50827929	50828193	264	3	50.8279			
2256	SB1941	51072554	51072803	249	3	51.0726			
2257	SB1942	51145388	51145662	274	3	51.1454			
2258	Xiabtp449	51176677	51176970	293	3	51.1767	2 SSRs including that detected by Xisep0114	Overlap with Xisep0114	
2259	Xisep0114	51176717	51176910	193	3	51.1767	SSR segment included in Xiabtp449	Overlap with Xiabtp449	
2260	SB1943	51176843	51177093	250	3	51.1768		Overlap with Xisep0114 and Xiabtp449	
2261	SB1944	51204405	51204627	222	3	51.2044			
2262	SB1945	51204994	51205214	220	3	51.2050			
2263	SB1946	51371395	51371577	182	3	51.3714		Overlap with Xtxp033	
2264	Xtxp033	51371397	51371613	216	3	51.3714		Overlap with SB1946	
2265	SB1948	51454816	51454947	131	3	51.4548			
2266	SB1949	51667141	51667367	226	3	51.6671			
2267	SB1950	51841417	51841647	230	3	51.8414			
2268	SB1951	51856588	51856847	259	3	51.8566			
2269	SB1952	51857779	51857951	172	3	51.8578			
2270	SB1953	51858613	51858871	258	3	51.8586			
2271	SB1954	51948370	51948576	206	3	51.9484			
2272	SB1955	51949325	51949603	278	3	51.9493			
2273	SB1956	51951827	51951932	105	3	51.9518			
2274	SB1957	51969386	51969537	151	3	51.9694			
2275	SB1958	52032134	52032240	106	3	52.0321			
2276	SRSC1_008	52035903	52037817	1914	3	52.0359			
2277	SB1959	52087662	52087917	255	3	52.0877			
2278	SB1960	52137246	52137430	184	3	52.1372			
2279	SB1961	52188654	52188831	177	3	52.1887			
2280	SB1962	52278888	52279168	280	3	52.2789			
2281	Xgap236	52317641	52317814	173	3	52.3176			
2282	SB1963	52379099	52379343	244	3	52.3791			
2283	SB1964	52409941	52410108	167	3	52.4099			
2284	SB1965	52411179	52411281	102	3	52.4112			
2285	SB1966	52464458	52464752	294	3	52.4645			
2286	SB1967	52465605	52465747	142	3	52.4656			
2287	SB1968	52823458	52823615	157	3	52.8235			
2288	SB1969	53136462	53136742	280	3	53.1365			
2289	SB1970	53190573	53190737	164	3	53.1906			
2290	SB1971	53215243	53215379	136	3	53.2152			
2291	Xisep0116	53303962	53304136	174	3	53.3040			
2292	SB1972	53321581	53321718	137	3	53.3216			
2293	SB1973	53499839	53499959	120	3	53.4998			
2294	Xisep0511	53584145	53584353	208	3	53.5841			
2295	SB1974	53602862	53603079	217	3	53.6029			
2296	SB1975	53652151	53652431	280	3	53.6522			
2297	SB1976	53745705	53745932	227	3	53.7457			
2298	SB1979	54842685	54842954	269	3	54.8427			
2299	SB1980	54882080	54882355	275	3	54.8821			
2300	SB3101	55034440	55034572	132	3	55.0344			
2301	SB1983	55178910	55179125	215	3	55.1789			
2302	Xtxp031	55215143	55215364	221	3	55.2151			
2303	Xtxp507	55316924	55317118	194	3	55.3169			
2304	SB1984	55359025	55359322	297	3	55.3590			
2305	Xtxp336	55393748	55393914	166	3	55.3937			
2306	Xtxp508	55526098	55526273	175	3	55.5261			
2307	XmSbCIR276	55555089	55555317	228	3	55.5551			
2308	Xcup65	55866594	55866785	191	3	55.8666			
2309	Xtxp509	55891058	55891331	273	3	55.8911			
2310	SB1986	55930737	55930980	243	3	55.9307	SSR segment included in Xtxp444	Overlap with Xtxp444	
2311	Xtxp444	55930827	55931012	185	3	55.9308	2 SSRs including that detected by SB1986	Overlap with SB1986	
2312	SB1987	55939298	55939542	244	3	55.9393			
2313	SB1988	56148485	56148715	230	3	56.1485			
2314	SB1989	56156980	56157178	198	3	56.1570			
2315	SB1990	56160936	56161134	198	3	56.1609			
2316	SB1991	56258544	56258836	292	3	56.2585			
2317	SB1992	56269728	56269999	271	3	56.2697			
2318	SB1993	56398389	56398687	298	3	56.3984			
2319	SB1994	56420559	56420805	246	3	56.4206			
2320	SB1995	56439812	56440050	238	3	56.4398			
2321	SB1996	56570778	56570908	130	3	56.5708			
2322	Xisep0122	56704417	56704615	198	3	56.7044			
2323	SB1997	56748583	56748860	277	3	56.7486			
2324	SB1998	56769077	56769252	175	3	56.7691			
2325	Xiabtp245	56782172	56782414	242	3	56.7822		Overlap with SB1999 and Xtxp510	
2326	SB1999	56782173	56782405	232	3	56.7822		Overlap with Xiabtp245 and Xtxp510	
2327	Xtxp510	56782176	56782361	185	3	56.7822		Overlap with Xiabtp245 and SB1999	
2328	Xiabtp512	56993543	56993628	85	3	56.9935			
2329	>SbADPSH2	57013447	57014218	771	3	57.0134			
2330	>SbADPSH2NADPH	57038172	57050041	11869	3	57.0382			
2331	Xtxp503	57050972	57051193	221	3	57.0510			
2332	SB2002	57063293	57063558	265	3	57.0633			
2333	SB2003	57225662	57225857	195	3	57.2257			
2334	SRSC12_002	57262530	57263416	886	3	57.2625			
2335	SB2004	57311802	57312083	281	3	57.3118			
2336	Xtxp435	57320151	57320317	166	3	57.3202			
2337	Xiabtp463	57328688	57328937	249	3	57.3287		Overlap with Xtxp120(Cba)	
2338	Xtxp120(Cba)	57328739	57328934	195	3	57.3287		Overlap with Xiabtp463	
2339	SB2005	57358701	57358978	277	3	57.3587			
2340	SB2006	57375121	57375301	180	3	57.3751		Overlap with Xtxp511	
2341	Xtxp511	57375123	57375352	229	3	57.3751		Overlap with SB2006	
2342	Xtxp514	57375366	57375590	224	3	57.3754			
2343	Xtxp512	57375771	57375920	149	3	57.3758			
2344	SB2008	57539512	57539765	253	3	57.5395	SSR segment included in Xtxp002	Overlap with Xtxp002	
2345	Xtxp002	57539612	57539763	151	3	57.5396	2 SSRs including that detected by SB2008	Overlap with SB2008	
2346	SB2010	57557199	57557386	187	3	57.5572			
2347	SB2011	57622305	57622415	110	3	57.6223			
2348	SB2012	57656149	57656340	191	3	57.6561			
2349	SB2013	57706322	57706514	192	3	57.7063			
2350	SB2014	57707103	57707333	230	3	57.7071			
2351	SB2015	57732526	57732790	264	3	57.7325			
2352	SB2016	57764509	57764787	278	3	57.7645			
2353	SB2017	57809464	57809727	263	3	57.8095			
2354	SB2019	57852835	57852941	106	3	57.8528			
2355	SB2020	57901349	57901567	218	3	57.9013			
2356	SB2021	57906867	57907144	277	3	57.9069			
2357	SB2022	57963989	57964252	263	3	57.9640			
2358	SB2023	58013770	58014067	297	3	58.0138			
2359	SB2024	58039743	58039948	205	3	58.0397			
2360	SB2025	58063810	58064064	254	3	58.0638			
2361	Xisep0112	58071612	58071855	243	3	58.0716			
2362	SB2026	58139226	58139488	262	3	58.1392			
2363	SB2027	58224653	58224882	229	3	58.2247			
2364	SB2028	58272804	58273054	250	3	58.2728			
2365	SB2029	58284487	58284781	294	3	58.2845			
2366	SB2030	58329797	58330020	223	3	58.3298	SSR segment included in Xtxp436	Overlap with Xtxp436	
2367	Xtxp436	58329870	58330008	138	3	58.3299	2 SSRs including that detected by SB2030	Overlap with SB2030	
2368	SB2031	58330904	58331159	255	3	58.3309			
2369	SB2032	58375690	58375832	142	3	58.3757			
2370	SB2033	58385422	58385560	138	3	58.3854			
2371	SB2034	58405561	58405850	289	3	58.4056			
2372	SB2035	58487187	58487471	284	3	58.4872			
2373	Xtxp059	58533590	58533795	205	3	58.5336			
2374	SB2036	58556613	58556870	257	3	58.5566			
2375	Xtxp468	58595400	58595596	196	3	58.5954			
2376	SB2037	58613763	58613990	227	3	58.6138			
2377	Xiabtp83	58669099	58669258	159	3	58.6691			
